page_url,attachment_url,status,terminal_state,local_path,error
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-142023-chuc-ngay-hoi-sinh-vien-va-doanh-nghiep-nam-2023,https://ctsv.uit.edu.vn/sites/default/files/202306/14_kh_dhcntt09_05_2023_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-14252024-chuc-ngay-hoi-sinh-vien-va-doanh-nghiep-uit-job-fair-thang-12-nam-2024,https://ctsv.uit.edu.vn/sites/default/files/uploads/files/202412/1425_kh_dhcntt02_12_2024_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-152016-tuan-sinh-hoat-cong-dan-sinh-vien-cuoi-khoa-2012-dot-2-dot-3,https://ctsv.uit.edu.vn/sites/default/files/201605/15_kh_dhcntt_ctsv5_5_2016_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-152017-chuc-le-khai-giang-nam-hoc-2017-2018,https://ctsv.uit.edu.vn/sites/default/files/201711/15_kh_dhcntt23_8_2017_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-152018-tuan-sinh-hoat-cong-dan-sinh-vien-dau-nam-dot-1-nam-hoc-2018-2019,https://ctsv.uit.edu.vn/sites/default/files/201905/15_kh_dhcntt13_09_2018_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-152020-chuc-hoi-nghi-sinh-vien-nam-hoc-2019-2020,https://ctsv.uit.edu.vn/sites/default/files/202007/15_kh_dhcntt09_06_2020_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-162016-chuc-chuong-trinh-duong-dua-uit-uit-race,https://ctsv.uit.edu.vn/sites/default/files/201605/16_kh_dhcntt_ctsv10_5_2016_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-162017-hoi-thao-sinh-vien-truong-dhcntt-lan-xi-nam-2017,https://ctsv.uit.edu.vn/sites/default/files/201711/16_kh_dhcntt24_8_2017_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-162018-hoi-nghi-ctsv-nam-hoc-2018-2019,https://ctsv.uit.edu.vn/sites/default/files/201905/16_kh_dhcntt01_10_2018_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-162019-chuc-le-khai-giang-nam-hoc-2019-2020,https://ctsv.uit.edu.vn/sites/default/files/201910/16_kh_dhcntt19_8_2019_scan.pdf,manifested,True,,
https://ctsv.uit.edu.vn/bai-viet/ke-hoach-so-162022-dang-cai-chuc-mon-co-vua-co-tuong-hoi-thao-sinh-vien-dhqg-hcm-nam-2022,https://ctsv.uit.edu.vn/sites/default/files/202209/16_kh_dhcntt20_04_2022_scan.pdf,manifested,True,,
